"unique_key","Entity","etr_24m","application_total_12M","application_total_24M","max_amount_approved_12M","PF_TOTAL_OS_12","ALL_PROD_STATWPRT3","UNSEC_TOTAL_LIMIT_12","CC_AVG_MIAGE1_OS_24","PL_MONS_INC_BALANCE_GE1_3M","AF_MONS_INC_BALANCE_GE1_3M","SEC_TOTAL_MIAGE1_OS_24","ALL_MIN_MIAGE1_OS_12","AF_MAX_MIAGE1_OS_6","UNSEC_AVG_MIAGE1_OS_12","AF_AVG_BALANCE_GE1_DEC_24M","PL_AVG_MIAGE1_OS_1","SEC_MIA_GE1_24","MIA1_ALLPROD_STATOK24","MIA1_ALLPROD_STATOK6","MIA1FACILITY_TYPE6","ALL_AVG_BALANCE_ALL_DEC_6M","ALL_AVG_BALANCE_ALL_INC_6M","PERC_MIA_TOTOS_M6TO24","PF_MONS_INC_BALANCE_ALL_6M","CC_PROD_ALLSTAT24","PL_PROD_ALLSTAT3","AF_PROD_ALLSTAT3","SEC_PROD_ALLSTAT24","ALL_PROD_ALLSTAT12","AF_PROD_ALLSTAT6","UNSEC_PROD_ALLSTAT12","AF_PROD_ALLSTAT24","PL_PROD_ALLSTAT1","ALL_PROD_STATOK24","ALL_PROD_ALLSTAT6","enq12ctos"
"871113125357","24553930","","1","1","87000","0","","741432","","","","","","","","-751.5","","0","","","","-751.5","87452","","","","","1","1","3","1","2","1","","1","3","0"
"871113525561","28012096","","7","9","31493","335749","","346423","","","","107006","","","","-10808.5","","5","1","","","","83.2","","5","","","1","1","2","1","1","1","","2","2","2"
"871113565010","24238185","","","","","275604","","1026000","7503.5","","1","","23154","","23287","-635.2307692","","0","3","1","OTLNFNCE","-4136","","0.009266346","4","6","","1","2","8","1","6","1","","9","8","1"
"871114355103","19948468","","2","3","","1663620","","1644000","","","","","","","","-319.5384615","","0","","","","-673","276","","2","","2","1","2","3","1","2","2","2","4","3","0"
"871115085379","28604580","","","","","2191524","","3719423","","","","","","","","","","0","2","","","-1154","580.5","","4","1","","","1","5","","4","","","6","5","1"
"871115146338","27277885","","","1","","190488","","372000","","","","","","","","-954.3333333","","0","","","","-2363.5","801","","","1","1","1","3","5","1","2","1","1","5","5","0"
"871115495749","22597593","","","6","","2219923","","2352000","","1","","273082","","","","-1400.666667","","3","1","","","-1274","2899.333333","","4","","2","3","4","6","3","2","3","2","5","6","2"
"871116105511","27697210","","10","11","8000","23097","","380200","2721","","","","0","","13353","","","0","3","","","-1380.5","2761","","","4","1","","","5","","5","","1","5","3","6"
"871116146217","25370049","","","","","819098","","980952","","","","","","","","","","0","","","","-257.25","225","","1","","","","","1","","1","","","1","1","0"
"871116355318","25419402","","","","","","","120000","","","","","","","","-367.5","","0","","","","-411.6","","","","2","","1","1","2","1","1","1","","2","2","0"
"871116525743","23796283","","","1","","","","","","","","","","","","-800.6818182","","0","","","","-768.25","43553","","","","","1","2","2","1","","1","","2","2","1"
"871117075027","23461917","","","","","0","1","62136","","","1","544459","0","31656","0","-687.75","0","17","2","1","PCPASCAR","-1437","152","0.159980796","","","1","1","1","2","1","1","1","1","2","2","2"
"871117146665","24918636","","","","","104475","","276000","","","","","","","","","","0","","","","-222.8","","","","","1","","","1","","1","","1","1","1","0"
"871117146665","25833707","","2","2","505121","213896","","518000","","","","35400","","","","-800","","1","1","","","-2440.666667","239229.5","","","2","","1","2","5","1","3","1","","5","3","0"
"871117235350","23305098","","","1","","1046","","1619000","","","","","","","","-1602.7","","0","","","","-7311.333333","7140.5","","","5","","1","2","7","1","5","1","","8","6","0"
"871118065605","26461734","","3","3","","416244","","384000","","","1","896580","34672","","34687","-1483.153846","","17","2","1","OTLNFNCE","-1415.666667","2595","0.093105891","4","","","1","2","3","1","1","1","","4","3","1"
"871118235942","24452450","","","","","","","36000","","","","","","","","","","0","","","","-1539.75","654","","","1","","","1","2","","1","","","2","2","2"
"871119355372","24332793","","","3","","747739","4","1397220","0","","","0","47530","","53153.5","","0","24","2","1","OTLNFNCE","-382.8","","0.190385409","","1","1","","1","5","","4","","1","2","5","0"
"871120125224","26319727","","1","5","","0","","2784","","","","698624","","","","-837.047619","","10","3","","","-429.25","602","","","","","2","4","4","2","1","2","","4","3","3"
"871120145305","22325316","","","4","","","","60000","","","","","","","","-10674","","0","","","","-3521","27876.75","","","1","","","2","2","","1","1","","3","2","0"
"871120526394","23821091","","1","5","","1103100","","1546800","","","","","","","","-308.0588235","","0","","","","-1045.2","","","","3","2","1","1","7","1","6","1","2","7","7","1"
"871121035263","19709995","","9","13","894872","","","898000","","","","","","","","","","0","","","","-735.5","3702.666667","","","3","","","1","4","","3","","","6","4","1"
"871121035685","28650317","","","","","175188","","757000","","","","","11785","","12090.25","","","0","1","1","OTLNFNCE","-755","432","0.117401105","2","1","1","","","3","","3","","","3","3","1"
"871121055053","25198185","","","6","","4535322","","5250396","2183","","","","279","","2819","-708.0588235","","0","2","","","-1846.6","","","","3","3","1","1","9","1","8","1","3","8","9","0"
"871121435566","19334119","","8","9","27000","273825","","370000","","2","","75463","","","","-1162.764706","","2","1","","","-493","1630.25","","5","1","1","1","3","4","1","2","2","1","5","4","7"
"871121525860","22525328","","","2","","994895","","1335352","","","","","","","","-473.0952381","","0","","","","-746","","","2","","2","2","2","5","2","3","2","2","5","5","0"
"871122145931","28534632","","","","","924112","","1001628","","","","","","","","-484.1176471","","0","","","","-916.6","","","","1","","1","2","3","1","1","1","","3","3","1"
"871122435787","23034465","","","2","","","","","","","","21438","","","","-348","","1","1","","","-300","","","","","","1","1","1","1","","1","","1","1","4"
"871122565047","21952586","","","","","42742","","259356","4237.666667","","","","3","","97.33333333","","","0","2","1","CRDTCARD","-2","1","1.42E-05","","2","","","","7","","7","","","5","1","1"
"871123065765","18687433","","4","6","33150","25118","","36000","","","","","","","","-251.3333333","","0","","","","-452","16714.5","","1","","1","1","1","2","1","1","1","1","2","2","0"
"871123385021","23018424","","","","","386088","","540000","","","","","31968","","32174","-600.5","","0","1","1","OTLNFNCE","-2383.666667","1293","0.007003593","5","","","1","4","5","1","1","1","","5","5","0"
"871124025503","24508892","","1","1","21000","314423","","1216600","","","","","","","","","","0","","","","-2658","71.5","","1","2","3","","1","6","","5","","3","6","5","1"
"871124105458","22087111","","","","","88149","","408000","","","","","","","","","","0","","","","-1005.333333","626.5","","","2","1","","1","4","","3","","1","4","4","0"
"871124236474","22981437","","1","4","","33451","","48000","","","1","","","","","-501.3571429","","0","","","","-903.5","87","","","","","1","1","2","1","1","1","","2","2","1"
"871125025265","22922786","","2","12","147000","1905056","","2155671","","","","","58420","","58420","","","0","1","","","-35774.33333","541.5","","2","","2","","","6","","6","","2","5","6","4"
"871125146091","25304654","","","1","","3220310","","3440448","","","1","","","","","-945.2727273","","0","","","","-1691.333333","889","","2","1","1","4","4","8","4","4","4","1","6","8","0"
"871126025494","26268676","","12","15","8000","529066","","945152","","","","","","","","-445.1818182","","0","1","","","-979.5","17760.33333","","","2","1","1","2","6","1","4","1","1","6","6","1"
"871126125348","23324587","","","","","","","54000","792","","","","1557","","1557","","","0","1","1","CRDTCARD","-1038","2192","0.115874079","","1","","","","1","","1","","","1","1","1"
"871126355282","23993317","","","","","990958","","1872000","","","","","","","","","","0","","","","-1459.2","","","","","1","","","1","","1","","1","1","1","0"
"871126496130","24038446","","4","11","","182489","1","264168","","","","195963","10981","","11071","-648.4615385","","3","2","","OTLNFNCE","-620","94.66666667","0.018188898","1","","","1","1","4","1","3","1","","4","4","4"
"871127085114","24323914","","","","","","","48000","3994","","1","71330","33535","33535","","-597.5714286","","2","2","1","PCPASCAR","-390","328","0.03433722","","1","","1","1","2","1","1","1","","2","2","4"
"871127355305","20141854","","1","6","","","","300000","","","","","","","","-457.9411765","","0","","","","-642","166","","","3","","1","1","4","1","3","1","","4","4","1"
"871129055138","26806584","","","4","","1715615","","2982000","17699","","","","17653","","17699","-1018.727273","","0","1","1","CRDTCARD","-1028","714","0.001240585","2","5","1","1","2","7","1","5","1","1","10","7","1"
"871130055012","23063229","","","","","","","","","","","","","","","","","0","","","","","","","","","","","1","","","","1","","","","1"
"871201026252","27303239","","","","","","","72000","3","","2","36708","3","","3","-531.2222222","","1","2","","","-1457","2002.666667","","","1","","1","2","3","1","1","1","","4","3","1"
"871201136072","24058877","","1","1","2840","173567","","266262","","","","","","","","","","0","","","","-369.75","2526","","1","","1","","1","5","","4","","1","5","4","0"
"871201435443","24300073","","","","","","","180000","","","","","","","","-9468.666667","","0","","","","-2961.6","","","","1","","2","3","3","2","1","3","","4","3","0"
"871202385425","23178665","","","","","","","180000","","","","","","","","","","0","","","","-1901.5","977.6666667","","","2","","","1","3","","2","","","3","3","0"
"871203385232","24934350","","","1","","672213","","723528","","","","","","","","","","0","","","","-732","510","","1","","","","1","3","","2","","","5","2","1"
"871204075172","25092170","","","5","","338054","","382795","","","","78998","3417","3417","","-500.5882353","","22","2","1","PCPASCAR","-1513.4","","0.009745172","","","","2","5","7","2","2","2","","7","7","0"
"871204495417","19489681","","2","2","","","","","","","","","","","","","","0","","","","","","","","","","","1","","","","","","1","","3"
"871205525382","24581921","","","2","","472160","","2003976","","","1","","","","","-4685.533333","","0","","","","-3213.4","","","","","3","2","3","7","2","4","2","3","4","7","1"
"871206045209","18662591","","","","","","","","","","1","387696","19955","22448","","-1161.615385","","15","1","1","PCPASCAR","-732.25","411","0.038086521","","","","1","2","2","1","","1","","2","2","0"
"871206235862","24530956","","1","2","50000","","","1315600","","","","","","","","-999.4782609","","0","","","","-4134","209","","","4","","1","2","6","1","4","1","","6","6","1"
"871206565095","24990493","","7","7","2000","79971","","183708","","","","","","","","-385.826087","","0","","","","-700.75","1421","","","1","2","1","1","4","1","3","1","2","4","4","4"
"871208115119","22997496","","1","1","","251247","","384000","","","1","","","","","-644.7857143","","0","","","","-1229","","","","1","1","1","2","4","1","2","1","1","4","4","0"
"871208235495","24479323","","5","8","11500","2611105","","3641123","","","1","519539","6925","23537","6966.833333","-765.1428571","","20","2","2","PCPASCAR","-1669.5","2613","0.025502383","1","1","5","1","1","9","1","8","1","5","8","9","9"
"871209045327","28125967","","2","12","","1482536","","1692000","","","","","124168","","124168","","","0","1","1","PELNFNCE","-1558.5","151610","0.012607079","","3","1","","2","5","","4","1","1","5","5","1"
"871209136069","18582095","","","4","","2906378","","4685000","","","","","247744","","247744","-495.8235294","","0","1","","","-3036.333333","982","","","5","","1","3","9","1","6","1","","9","7","2"
"871209355149","23289349","","","","","","","289200","","","1","","","","","-352.7857143","","0","","","","-2543.5","1644","","","3","","1","1","4","1","3","1","","4","4","2"
"871209435181","22441358","","8","9","701788","253334","","507000","","","","","0","","5441.636364","","19446","0","2","2","PELNFNCE","-506.6666667","","0.108325763","","1","1","","","3","","3","","1","2","3","5"
"871210495421","27315047","","","","","0","","38064","","","1","83396","8310","9539","","-352.75","","9","2","1","PCPASCAR","-421","32","0.211968874","","","","1","1","3","1","2","1","","2","3","1"
"871211015426","24044834","","1","3","","","","","","","","139430","34180","34497","","-537.6666667","","4","1","1","PCPASCAR","-460.3333333","281.5","0.164551381","","","","1","1","1","1","","1","","1","1","2"
"871211145378","25401211","","11","13","692424","695006","","1328000","","2","","","","","","-763","","0","","","","-3575","21421","","2","3","1","1","1","8","1","7","1","1","8","5","6"
"871212355107","23802056","","","","","0","","198000","","","1","299623","96901","101993","","-1436.666667","","3","1","1","PCPASCAR","-1970.4","","0.031392975","","2","1","2","3","6","2","3","2","1","5","6","0"
"871212496559","24403250","","","","","","","18000","","","","","","","","-405.2307692","","0","","","","-367","","","","1","","","1","2","1","1","1","","2","1","1"
"871213055210","24580407","","2","7","104936","8709872","","9482725","","","","","","","","-17314.5","","0","","","","-4205.666667","833","","2","1","2","","1","7","","7","1","2","8","6","0"
"871214085251","24453024","","1","8","","571726","","2592000","","1","1","","","","","-832.8181818","","0","","","","-6781","2396.666667","","4","6","1","1","1","8","1","7","1","1","9","8","3"
"871214085753","24196592","","4","6","587144","3618230","","3832400","12540.2","2","1","","46336","","57980","-2087.555556","53761","0","4","3","PELNFNCE","-1588.5","198834.3333","0.029153492","5","3","3","1","2","7","1","5","1","3","7","7","1"
"871214085868","27407204","","","","","126088","","702492","","","","","10444","","10507.33333","-996.7","","0","2","1","OTLNFNCE","-7730","10303.5","0.004229549","5","2","","1","2","5","1","3","1","","6","5","1"
"871214086457","27352928","","","1","","","","","","","","","","","","","","0","","","","-276","","","","","","","1","1","","","","","1","1","1"
"871215125112","25437938","","","2","","2167004","","2158716","","","","5648","15695","","15859.83333","-545.6153846","","1","3","1","OTLNFNCE","-725.8","","0.008347377","1","1","","1","2","4","1","2","1","","6","4","1"
"871215525626","26673042","","","","","47112","","116400","","","","","3882","","3926","-1128.052632","","0","1","1","OTLNFNCE","-1119","","0.060779984","5","","","1","1","2","1","1","1","","2","2","3"
"871216025631","28635969","","","","","1850619","","2484000","","","","","","","","-803.8947368","","0","","","","-13231.4","","","","","","1","4","5","1","1","1","","6","5","1"
